artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
AKMU,"How can I love the heartbreak, you`re the one I love",126,F Major,7B,6,56,15,14,99,87,5,5:07,ok
Kiiara,Whippin,83,F Minor,4A,50,87,67,43,55,0,6,2:41,ok
ONE OK ROCK,Renegades,154,F Minor,4A,86,54,33,50,0,0,6,4:05,ok
BTS,Permission to Dance (Instrumental),125,B Minor,10A,66,75,41,37,0,79,5,3:08,ok
Taylor Swift,Enchanted (Taylor's Version),82,A♭ Major,4B,55,52,23,78,2,0,3,5:53,ok
DAY6,You Were Beautiful,168,F Minor,4A,62,46,41,67,6,0,3,4:43,ok
Apink,Dumhdurum,115,G♯ Minor,1A,92,65,69,55,14,0,6,3:28,ok
SIXC (6 crazy),MOVE,107,A♭ Major,4B,78,73,82,39,5,0,17,3:05,ok
PENTAGON,Daisy,85,F Major,7B,87,56,48,51,4,0,5,3:09,ok
Glenn Fredly,You Are My Everything,105,E Major,12B,69,59,55,52,2,0,5,5:06,ok
Taylor Swift,Karma,90,A♭ Major,4B,62,64,12,76,6,0,7,3:25,ok
Travis Scott,BUTTERFLY EFFECT,141,B Major,1B,63,76,19,81,5,0,5,3:11,ok
KREAM,Taped up Heart,122,C Major,8B,84,71,46,46,4,0,5,3:30,ok
BTS,Paradise,140,F Major,7B,83,55,93,69,21,0,35,3:31,ok
MAX,Lights Down Low,81,F Minor,4A,49,62,59,58,6,0,3,3:44,ok
BTS,Respect,91,C Major,8B,84,66,53,57,0,0,12,3:58,ok
Afgan,say i'm sorry,118,E Major,12B,60,64,25,37,12,0,5,2:56,ok
Katy Perry,Swish Swish,120,F Minor,4A,71,84,58,64,2,0,4,4:03,ok
Ed Sheeran,Best Part of Me,82,D Major,10B,24,56,24,57,76,0,3,4:03,ok
Payung Teduh,Kucari Kamu,186,E Major,12B,39,43,38,51,65,0,5,4:38,ok
Halsey,Bad At Love,118,C Major,8B,75,68,61,82,6,0,3,3:01,ok
Taylor Swift,Bejeweled,164,G Major,9B,55,69,44,73,6,0,8,3:14,ok
NCT,BOSS,99,A♯ Minor,3A,54,79,33,59,2,0,4,3:31,ok
Camila Cabello,Real Friends,92,E♭ Major,5B,30,73,81,53,84,0,13,3:34,ok
Shakira,Chantaje,102,G♯ Minor,1A,77,85,91,83,19,0,8,3:16,ok
Rich Brian,Who That Be,130,C Major,8B,47,96,96,41,36,0,17,2:15,ok
Ardhito Pramono,fake optics,96,G Minor,6A,31,51,24,38,87,0,3,3:25,ok
BTS,Butter (Hotter Remix),110,A♭ Major,4B,75,70,79,45,0,0,5,2:47,ok
EXO-SC,Telephone,90,F Minor,4A,64,82,77,39,23,0,5,3:16,ok
BLACKPINK,Really,142,C♯ Major,3B,88,70,95,58,2,0,10,3:18,ok
Seventeen,Menemukanmu,140,E Major,12B,57,45,34,69,33,0,3,4:21,ok
Kharis Rmx,DJ SO ASU X MELODY DORA DORA,145,C Major,8B,91,68,51,36,1,0,5,4:03,ok
Terror Jr,Come First,95,F Minor,4A,22,91,39,41,11,0,16,2:52,ok
Fajar Noor,Tahta Hatiku #Pendampingmu,134,C Major,8B,36,46,43,68,65,0,3,4:06,ok
Justin Timberlake,Say Something,97,B♭ Major,6B,63,71,37,69,10,0,8,4:39,ok
BTS,Pied Piper,94,D Minor,7A,71,58,78,74,20,0,3,4:06,ok
WINNER,MILLIONS,109,A♭ Major,4B,68,84,82,40,4,0,4,3:30,ok
GFRIEND,Fever,112,C♯ Major,3B,84,76,49,50,21,0,4,3:34,ok
BTS,Answer : Love Myself,108,C♯ Major,3B,79,57,45,66,19,0,4,4:11,ok
David Guetta,Hey Mama,86,A Major,11B,73,60,53,63,24,0,15,3:13,ok
GOT U,U GOT IT,124,C♯ Major,3B,50,82,65,73,2,0,3,4:08,ok
Childish Gambino,Summertime Magic,100,C Major,8B,58,76,13,58,1,0,6,3:34,ok
Tamia,Officially Missing You,178,E Minor,9A,41,48,23,56,25,0,4,4:02,ok
Tiket,Hanya Kamu Yang Bisa,118,A Major,11B,85,68,72,65,28,0,3,3:45,ok
XXXTENTACION,Moonlight,128,A Minor,8A,54,92,71,85,56,0,8,2:15,ok
Daya,Hide Away,95,B Minor,10A,83,88,47,73,22,0,9,3:11,ok
Justin Bieber,What Do You Mean?,125,F Minor,4A,57,85,79,86,59,0,10,3:26,ok
Rich Brian,Rapapapa,127,G♯ Minor,1A,75,63,49,41,50,0,28,4:07,ok
Jax Jones,You Don't Know Me,124,B Minor,10A,66,88,69,65,16,0,13,3:34,ok
Isyana Sarasvati,Terpesona,88,B Minor,10A,62,70,81,27,53,0,7,3:19,ok
Denny Caknan,Cundamani,122,F Major,7B,72,64,55,66,16,1,3,4:47,ok
Justin Bieber,Mistletoe,162,F♯ Minor,11A,56,66,85,80,50,0,5,3:03,ok
Glenn Fredly,Selesai,129,A Major,11B,48,37,14,49,86,0,3,4:22,ok
BTS,Outro: Tear,140,F♯ Minor,11A,90,71,47,67,33,0,25,4:45,ok
Jack Ü,Where Are Ü Now,139,E Minor,9A,78,43,20,77,4,0,6,4:10,ok
Marshmello,Ritual,110,B♭ Major,6B,95,56,30,52,1,0,13,3:57,ok
Leroy Styles,Golden Youth,115,F♯ Minor,11A,89,68,40,27,1,0,15,3:14,ok
Akon,Be With You,174,B Minor,10A,74,66,72,70,8,0,12,3:51,ok
Nadin Amizah,sebuah tarian yang tak kunjung selesai,135,F Major,7B,20,58,17,55,94,0,4,5:29,ok
Clean Bandit,Rather Be,121,B Major,1B,59,80,55,74,16,0,4,3:48,ok
Payung Teduh,Cerita Tentang Gunung Dan Laut (Live),78,C Major,8B,57,48,18,46,7,0,3,7:13,ok
Isyana Sarasvati,Keep Being You,75,D Major,10B,47,69,46,32,45,0,12,3:22,ok
Issam Alnajjar,Hadal Ahbek,95,C♯ Minor,12A,49,83,38,62,17,0,4,3:30,ok
Hailee Steinfeld,Rock Bottom,158,A♭ Major,4B,71,61,72,63,31,0,6,3:18,ok
Reality Club,A Sorrowful Reunion,108,A Major,11B,26,53,21,72,95,3,3,4:20,ok
Kris Kross Amsterdam,Whenever,110,G Major,9B,77,73,52,55,15,0,6,2:44,ok
Mahen,Datang Untuk Pergi,126,E Major,12B,45,49,25,44,83,0,3,3:10,ok
R3HAB,Hold On Tight,87,C Major,8B,65,42,54,35,45,0,4,3:10,ok
James Arthur,Empty Space,165,C♯ Major,3B,52,55,34,64,22,0,6,3:34,ok
A R I Z O N A,Oceans Away,106,A♭ Major,4B,64,62,22,60,13,16,3,3:14,ok
Aaron Carter,Sooner Or Later,112,F Minor,4A,73,74,44,40,12,0,4,3:33,ok
TWICE,CRY FOR ME,145,B♭ Major,6B,69,70,42,68,5,0,5,3:24,ok
Payung Teduh,Angin Pujaan Hujan,98,E Major,12B,69,63,68,63,66,0,3,3:32,ok
The Black Skirts,EVERYTHING,120,F♯ Major,2B,37,54,39,66,65,93,3,4:53,ok
Nicki Minaj,Super Freaky Girl,133,D Major,10B,89,95,91,67,6,0,24,2:51,ok
Maher Zain,For The Rest Of My Life,113,A Minor,8A,65,54,36,53,68,0,4,3:54,ok
Robin Schulz,Sugar,123,F Minor,4A,82,64,64,81,2,0,6,3:39,ok
Isyana Sarasvati,Mimpi,115,A Minor,8A,28,52,16,26,86,0,3,3:31,ok
Taylor Swift,Vigilante Shit,80,E Minor,9A,27,87,17,68,17,0,39,2:45,ok
Pee Wee Gaskins,Dan,155,B Major,1B,90,47,79,49,0,0,4,3:35,ok
Taylor Swift,You’re Losing Me (From The Vault),103,C Major,8B,40,74,18,74,51,0,6,4:38,ok
Amaarae,SAD GIRLZ LUV MONEY Remix,110,C♯ Minor,12A,52,87,32,75,43,0,6,3:25,ok
BTS,Serendipity (Full Length Edition),129,A♭ Major,4B,58,42,23,68,44,0,5,4:37,ok
Bruno Mars,Chunky,202,F Minor,4A,54,57,73,76,2,0,12,3:07,ok
Post Malone,Saint-Tropez,132,C Major,8B,68,62,30,66,5,0,4,2:31,ok
Sandrina,Goyang Dua Jari,100,C Major,8B,88,89,91,46,1,0,4,2:46,ok
Justin Bieber,Company,95,E Minor,9A,80,56,42,80,13,0,6,3:28,ok
BTS,134340,106,B Minor,10A,69,67,65,66,16,0,5,3:50,ok
Tiara Andini,Dengar,125,G Major,9B,41,51,28,44,70,0,3,3:29,ok
EXID,I Love You,112,A Minor,8A,83,70,25,51,0,0,3,3:15,ok
VÉRITÉ,Somebody Else,117,B Minor,10A,59,68,46,46,20,0,6,3:53,ok
iKON,Dive - KR Ver.,124,F♯ Minor,11A,74,76,63,44,2,0,3,3:11,ok
Fatin,Jingga,138,A Major,11B,40,62,33,28,81,0,3,4:16,ok
Coldplay,Everglow,146,E Major,12B,45,53,14,73,46,7,3,4:43,ok
Trisouls,Senyummu Hanya Untukku,94,F Major,7B,38,63,59,22,63,0,2,3:46,ok
Meghan Trainor,Me Too,124,B Minor,10A,69,93,83,76,10,0,10,3:01,ok
Calvin Harris,Heatstroke,110,C Minor,5A,73,78,71,52,34,0,5,3:49,ok
Jaz,Berdua Bersama,89,G Major,9B,53,43,39,51,67,0,3,3:39,ok
Raisa,Biar Menjadi Kenangan,134,F Major,7B,57,48,31,53,35,0,3,5:13,ok
James Hersey,Miss You,120,F Minor,4A,59,87,61,42,11,1,9,3:26,ok
HONNE,la la la that’s how it goes,123,B Major,1B,54,79,90,50,1,88,4,3:39,ok
Maroon 5,She Will Be Loved,102,C Minor,5A,71,71,54,74,6,0,3,4:17,ok
WINNER,AH YEAH - KR Ver.,128,G Major,9B,72,80,88,47,36,0,4,2:57,ok
Harry Styles,Sweet Creature,104,G Major,9B,26,43,23,72,75,0,3,3:45,ok
Demi Lovato,Met Him Last Night,145,E Minor,9A,51,54,12,55,22,0,3,3:25,ok
Nella Kharisma,Konco Mesra,135,E Major,12B,77,84,85,49,23,0,4,5:02,ok
Elegi,Sedikit Keluh Malam Ini,120,G Major,9B,21,59,16,43,91,0,3,1:55,ok
RAN,Ku Lari Ke Pantai,123,C♯ Minor,12A,44,79,65,24,60,0,3,3:11,ok
Bazzi,Beautiful,100,D Major,10B,68,67,18,66,21,0,3,2:58,ok
Taylor Swift,Red (Taylor's Version),125,C♯ Minor,12A,78,52,41,75,0,0,4,3:43,ok
Camila Cabello,OMG,140,F Minor,4A,58,66,17,57,3,12,5,3:49,ok
Shawn Mendes,Like To Be You feat. Julia Michaels,154,D Major,10B,44,74,63,4,80,0,26,2:40,ok
NCT DREAM,Saturday Drip,113,D Major,10B,82,85,80,49,5,0,5,3:01,ok
Ed Sheeran,What Do I Know?,115,C♯ Minor,12A,49,84,90,64,25,0,4,3:57,ok
ENHYPEN,Blessed-Cursed,127,E Minor,9A,89,60,40,65,9,0,6,2:51,ok
Ariana Grande,Bad To You,148,G Minor,6A,58,73,63,50,7,0,7,2:52,ok
Flo Rida,My House,94,G Minor,6A,70,69,74,78,2,0,5,3:12,ok
Richard Jersey,Oke Gas Prabowo Gibran Paling Pas,135,C Major,8B,96,82,97,34,0,21,3,2:44,ok
Trinidad Cardona,Hayya Hayya (Better Together) - Music from the FIFA World Cup Qatar 2022 Official Soundtrack,129,D Major,10B,83,73,62,59,40,0,4,3:26,ok
SEVENTEEN,_WORLD,111,D Minor,7A,81,71,79,63,31,0,5,2:58,ok
Stanaj,Romantic - NOTD Remix,104,G♯ Minor,1A,65,75,36,43,21,0,24,3:05,ok
MØ,Nights With You,120,C♯ Minor,12A,67,76,60,51,40,0,10,3:17,ok
One Direction,History,87,B Major,1B,70,66,80,70,4,0,5,3:07,ok
Jess Glynne,I'll Be There,100,G Major,9B,86,63,40,71,3,0,4,3:14,ok
Diplo,Get It Right,160,C Major,8B,83,46,26,47,11,0,10,2:53,ok
Sam Smith,I’m Ready,155,F Major,7B,67,50,15,51,0,0,4,3:21,ok
Ariana Grande,Everyday,131,G Minor,6A,73,64,43,63,1,0,6,3:15,ok
Katy Perry,Bon Appétit,106,F♯ Major,2B,80,80,53,74,13,0,6,3:48,ok
Michael Bublé,It's Beginning to Look a Lot like Christmas,95,E Major,12B,21,34,36,65,91,0,4,3:27,ok
Idina Menzel,Show Yourself,123,F♯ Major,2B,43,32,17,71,73,0,3,4:21,ok
Avicii,Wake Me Up,124,D Major,10B,78,53,64,87,0,0,5,4:07,ok
Tory Lanez,LUV,190,B Minor,10A,53,54,25,73,1,0,24,3:49,ok
EXO,Paradise,112,F♯ Minor,11A,73,80,65,47,35,0,7,3:37,ok
Taylor Swift,The Man,110,C Major,8B,66,78,63,77,8,0,5,3:10,ok
Rich Brian,Amen,140,B Minor,10A,68,92,77,35,35,0,28,1:57,ok
Gucci Mane,Wake Up in the Sky,143,E Minor,9A,58,80,37,73,0,0,5,3:25,ok
Marshmello,Leave Before You Love Me,120,G Major,9B,74,72,64,81,0,0,4,2:35,ok
SEVENTEEN,Ready to love,130,A Minor,8A,71,67,55,61,3,0,4,3:07,ok
Don Toliver,No Idea,128,F♯ Minor,11A,63,65,35,83,52,0,9,2:34,ok
Ardhito Pramono,Trash Talkin',124,F♯ Minor,11A,65,47,52,30,21,0,4,2:44,ok
Bebe Rexha,Last Hurrah,84,B Minor,10A,62,51,40,58,18,0,3,2:30,ok
Pamungkas,Pupus,138,E Major,12B,43,58,46,65,79,1,3,5:16,ok
The Chainsmokers,Break Up Every Night,150,C♯ Major,3B,81,62,53,49,0,0,4,3:28,ok
Nause,Dynamite,105,A Minor,8A,80,81,69,43,5,0,8,3:15,ok
The Chainsmokers,Beach House,180,C Major,8B,84,40,53,51,17,0,5,3:26,ok
Taylor Swift,the 1,140,C Major,8B,36,78,17,77,76,0,5,3:30,ok
D.O.,My Love,90,F Major,7B,47,73,35,51,77,0,3,2:55,ok
SEVENTEEN,Home,88,A Major,11B,55,75,61,59,42,0,22,3:24,ok
Tyok Satrio,Ada Untukmu - 2019 Version,134,A Major,11B,45,57,52,40,40,0,3,4:02,ok
Ed Sheeran,Supermarket Flowers,90,F♯ Major,2B,24,59,26,73,91,0,4,3:41,ok
Metha Zulia,Hal Hebat,136,F Major,7B,37,53,14,34,54,0,3,3:37,ok
Sam Feldt,Post Malone,107,G Major,9B,64,59,65,64,8,0,12,2:54,ok
NCT DOJAEJUNG,Perfume,106,A♭ Major,4B,74,72,70,60,17,0,4,2:48,ok
Sam Smith,My Oasis,144,A♯ Minor,3A,47,69,38,61,57,0,6,2:60,ok
Cha Eun-Woo,Love so Fine,104,F Major,7B,63,65,62,60,37,0,3,3:10,ok
CHEN,Everytime,90,B♭ Major,6B,74,51,50,67,48,0,3,3:09,ok
AILEE,I will go to you like the first snow,134,F Minor,4A,43,50,17,64,66,0,3,3:50,ok
JENNIE,You & Me (Coachella ver.),112,A Major,11B,67,75,54,59,0,0,6,2:60,ok
IU,Blueming,106,C Major,8B,67,82,68,64,8,0,6,3:37,ok
BLACKPINK,See U Later,107,A Minor,8A,93,74,57,59,4,0,11,3:19,ok
D.O.,I'm Fine,85,B Minor,10A,42,41,56,52,53,0,3,3:09,ok
Vice,Obsession,102,B♭ Major,6B,56,74,47,42,1,0,3,3:42,ok
Maman Fvndy,KARENA SU SAYANG (Maman Fvndy Remix),107,B Major,1B,66,79,75,61,72,6,3,4:19,ok
Clean Bandit,Tears,130,F Minor,4A,77,61,30,56,4,0,4,3:46,ok
Miley Cyrus,River,128,A Major,11B,80,61,46,59,0,0,4,2:43,ok
"Tyler, The Creator",EARFQUAKE,80,A Major,11B,50,55,41,78,23,0,7,3:10,ok
Mytha Lestari,Aku Cuma Punya Hati,120,F Major,7B,38,60,27,55,85,0,4,3:38,ok
Troye Sivan,Dance To This,117,B Major,1B,76,74,71,66,1,1,5,3:52,ok
Rich Brian,The Sailor,120,B Minor,10A,57,46,40,39,11,0,14,3:41,ok
Jung Kook,My You,144,A Major,11B,69,45,35,71,42,0,4,2:45,ok
Dua Lipa,Be The One,87,G Minor,6A,65,66,37,65,12,0,5,3:23,ok
FINNEAS,Break My Heart Again,144,E Minor,9A,15,40,48,68,91,0,4,3:58,ok
YOASOBI,たぶん,90,F Major,7B,67,75,73,63,15,0,3,4:19,ok
BIGBANG,FXXK IT,90,C Minor,5A,76,72,57,62,15,0,9,3:52,ok
LANY,I Don't Wanna Love You Anymore,105,C Major,8B,62,70,50,65,32,0,4,3:21,ok
Lil Nas X,Old Town Road,136,C♯ Major,3B,53,91,51,73,6,0,13,1:53,ok
The Weeknd,Party Monster,78,C♯ Major,3B,63,57,22,79,19,0,11,4:09,ok
Lana Del Rey,Love,99,B♭ Major,6B,37,53,23,69,49,0,3,4:33,ok
Miley Cyrus,Prisoner,128,D♯ Minor,2A,67,78,60,71,1,0,5,2:49,ok
Taylor Swift,Labyrinth,110,C Major,8B,30,48,13,72,80,33,4,4:08,ok
Charlie Puth,Patient,168,C♯ Major,3B,60,68,46,57,75,0,19,3:11,ok
Drake,Hotline Bling,135,D Major,10B,63,89,55,84,0,0,6,4:27,ok
Loote,High Without Your Love,102,F Major,7B,49,87,77,41,12,0,7,3:11,ok
IU,strawberry moon,170,F♯ Major,2B,71,48,44,55,14,0,4,3:25,ok
R3HAB,Ain't That Why,140,F♯ Minor,11A,61,60,34,35,39,0,5,2:39,ok
Khalid,Suncity,90,G Minor,6A,64,70,34,52,11,0,15,3:09,ok
Queen,Radio Ga Ga - Live Aid,119,F Major,7B,94,41,39,50,1,0,9,4:06,ok
John Park,I′m Always by Your Side,72,A Minor,8A,55,69,38,47,18,0,4,3:52,ok
Daya,Words,125,G Major,9B,78,75,56,37,18,0,6,3:33,ok
The Script,Hall of Fame,85,B♭ Major,6B,87,42,63,68,7,0,6,3:23,ok
Ilir7,Salah Apa Aku - DJ Version,129,D Major,10B,75,79,89,28,49,5,3,4:20,ok
Eminem,Walk On Water,82,A Minor,8A,44,48,62,52,81,0,24,5:04,ok
EXO-SC,What a life,135,F Minor,4A,78,86,85,42,30,0,13,3:24,ok
Seventeen,Memikirkan Dia,136,A Major,11B,70,52,39,65,12,0,3,4:13,ok
Crayon,Pretty girl,98,A♭ Major,4B,91,67,85,45,10,0,5,3:33,ok
Kesha,Praying,73,B♭ Major,6B,39,54,30,67,49,0,3,3:50,ok
Clinton Kane,I GUESS I'M IN LOVE,77,C Major,8B,34,42,22,65,88,0,4,3:24,ok
Dato' Sri Siti Nurhaliza,Seluruh Cinta,140,F♯ Minor,11A,50,46,24,20,49,0,3,4:18,ok
BTS,Outro: Her,89,E♭ Major,5B,93,48,45,58,32,0,27,3:49,ok
Post Malone,I Like You (A Happier Song),101,F Major,7B,67,73,47,76,12,0,8,3:13,ok
ENHYPEN,Future Perfect (Pass the MIC),156,A Minor,8A,90,66,53,67,4,0,26,3:01,ok
SEVENTEEN,HOME;RUN,96,D Major,10B,94,69,77,56,6,0,7,3:04,ok
Juicy Luicy,Sayangnya,140,A Major,11B,35,57,38,58,58,0,3,4:10,ok
Rendy Pandugo,Sebuah Kisah Klasik,142,F♯ Major,2B,32,50,37,49,78,1,3,3:33,ok
NCT 127,Cherry Bomb,78,F♯ Minor,11A,60,71,80,61,0,0,29,3:57,ok
Yellow Claw,Down on Love,125,G Major,9B,79,67,48,30,3,0,4,3:08,ok
Adera,Serpihan Hati,129,E♭ Major,5B,35,50,18,39,37,0,4,4:34,ok
Taylor Swift,The Archer,124,C Major,8B,57,29,17,75,12,1,4,3:31,ok
Imagine Dragons,Whatever It Takes,135,A♯ Minor,3A,66,67,56,82,4,0,3,3:21,ok
raissa anggiani,Itu Aku,75,D Major,10B,24,23,24,56,96,0,3,3:42,ok
ZAYN,LIKE I WOULD,113,A♯ Minor,3A,83,56,23,60,2,0,11,3:12,ok
NCT DREAM,Graduation,170,F♯ Major,2B,66,40,41,55,43,0,7,3:57,ok
TREASURE,ORANGE,130,C♯ Major,3B,58,77,76,51,3,0,3,4:16,ok
Enrique Iglesias,DUELE EL CORAZON,91,G♯ Minor,1A,91,72,87,70,9,0,10,3:20,ok
Jack Ü,Mind,174,C♯ Major,3B,78,50,36,62,12,0,9,4:02,ok
K/DA,THE BADDEST,150,A♯ Minor,3A,86,68,71,65,2,0,4,2:43,ok
Adrian Khalif,Menawan,126,C Major,8B,56,66,27,51,33,0,3,3:45,ok
Ariana Grande,needy,87,G Minor,6A,31,65,20,84,78,0,4,2:52,ok
NCT DREAM,ANL,158,F♯ Minor,11A,71,67,60,48,25,0,5,3:46,ok
Shawn Mendes,I Know What You Did Last Summer,114,A Minor,8A,76,69,74,74,10,0,9,3:44,ok
Glass Animals,Heat Waves - Slowed,147,A Major,11B,55,63,33,68,65,0,9,4:22,ok
Sam Smith,To Die For,172,C Major,8B,36,48,31,58,83,0,7,3:14,ok
BAEKHYUN,UN Village,84,F♯ Minor,11A,59,67,58,58,27,0,11,3:56,ok
DJ Snake,Talk,118,G Major,9B,81,57,26,48,1,0,8,3:58,ok
JOY,Je T'aime,111,D Major,10B,59,57,35,41,60,0,3,4:21,ok
KAI,Rover,186,C♯ Minor,12A,81,63,55,66,2,0,20,2:55,ok
EXO,Universe,140,E♭ Major,5B,44,38,15,49,60,0,3,4:24,ok
MAMAMOO,Egotistic,98,D♯ Minor,2A,83,62,61,59,32,0,7,3:16,ok
aespa,Spicy,115,B Minor,10A,90,76,84,62,1,0,7,3:17,ok
Bebe Rexha,Bad Bitch,140,F Major,7B,62,66,37,56,3,0,5,3:17,ok
Øneheart,snowfall,95,B♭ Major,6B,9,47,8,83,93,80,3,2:04,ok
Cigarettes After Sex,Sweet,96,F♯ Major,2B,51,45,11,84,36,82,3,4:52,ok
Camila Cabello,Havana - Remix,105,D Major,10B,58,75,35,61,40,0,3,3:19,ok
Raisa,Teduhnya Wanita,142,A Minor,8A,57,42,36,44,71,0,3,4:18,ok
DNCE,Kissing Strangers,120,G Major,9B,74,77,86,60,5,0,4,3:22,ok
Linkin Park,In the End,105,D♯ Minor,2A,86,56,40,89,1,0,6,3:37,ok
NOTD,I Wanna Know,120,F♯ Major,2B,73,66,61,62,3,0,6,3:18,ok
Gryffin,Whole Heart,164,A Major,11B,65,50,19,55,3,0,7,3:45,ok
Kerispatih,Bila Rasaku Ini Rasamu,135,D Major,10B,54,36,13,69,22,5,3,4:33,ok
Little Mix,No More Sad Songs,102,G Minor,6A,79,69,77,53,6,0,5,3:26,ok
MiC LOWRY,Oh Lord,96,G Minor,6A,77,28,35,39,2,0,6,3:35,ok
i-dle,DUMDi DUMDi,123,E Major,12B,91,76,67,53,3,0,6,3:31,ok
G-Eazy,Some Kind Of Drug,130,C Major,8B,53,63,49,57,7,0,47,3:42,ok
Ed Sheeran,Cross Me,95,E Major,12B,79,75,61,58,21,0,12,3:26,ok
TEN,Paint Me Naked,165,G♯ Minor,1A,85,65,86,48,23,0,20,3:01,ok
TheOvertunes,Senyuman & Harapan (OMPS Cek Toko Sebelah),94,D Major,10B,60,71,61,29,22,0,9,3:42,ok
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,122,C Minor,5A,72,79,47,78,9,0,4,3:16,ok
10CM,Where Is Dream,95,C Major,8B,66,76,82,45,37,0,4,3:03,ok
NCT DREAM,Rocket,100,F♯ Major,2B,89,76,77,43,21,0,12,2:55,ok
Rossa,Jangan Hilangkan Dia - ILY from 38.000 FT (Original Soundtrack),71,G Major,9B,46,49,25,64,86,0,3,4:18,ok
WINNER,EVERYDAY,120,G Major,9B,60,86,71,50,29,0,7,3:26,ok
Westlife,My Love,144,C Major,8B,59,49,33,73,10,0,3,3:52,ok
D.O.,It's Love,150,E Minor,9A,39,40,36,47,73,0,3,3:57,ok
Jason Derulo,If It Ain't Love,129,A♯ Minor,3A,84,50,78,52,5,0,32,3:23,ok
Taylor Swift,my tears ricochet,130,C Major,8B,26,47,11,79,81,0,3,4:16,ok
Maroon 5,Wait,126,A♭ Major,4B,60,66,44,68,9,0,5,3:11,ok
Kygo,Raging,100,D♯ Minor,2A,69,55,41,60,5,0,9,3:44,ok
Kim Feel,One Day,69,C Major,8B,61,35,24,56,20,0,15,3:28,ok
Far East Movement,Freal Luv (Far East Movement X Marshmello) - (Far East Movement X Marshmello),121,B Major,1B,84,77,59,43,2,0,4,2:28,ok
Halsey,SUGA's Interlude,79,C Major,8B,73,44,24,61,9,0,19,2:18,ok
NCT DREAM,Irreplaceable,90,D Major,10B,83,53,82,47,17,0,6,3:24,ok
Kerispatih,Tak Lekang Oleh Waktu,135,G Major,9B,59,43,19,63,29,0,3,4:26,ok
D.O.,Si Fueras Mía,150,E Minor,9A,41,39,40,51,69,0,3,3:57,ok
EXO,Just as usual,94,E Major,12B,49,66,58,45,40,0,3,3:27,ok
Celeste,Strange,71,D Major,10B,8,29,11,74,93,0,4,4:16,ok
Porter Robinson,Shelter,100,C Major,8B,80,48,27,63,0,0,4,3:39,ok
NCT,Baby Don’t Stop,96,A♭ Major,4B,74,83,35,58,2,0,7,3:03,ok
OneRepublic,Rescue Me,121,B Minor,10A,61,76,65,66,16,0,4,2:40,ok
World the Kid,Cupid Twin Version,144,F Major,7B,68,58,70,18,74,0,5,2:26,ok
Tinashe,2 On,101,A Major,11B,60,74,43,82,15,0,11,3:47,ok
Bebe Rexha,(Not) The One,98,A♭ Major,4B,73,61,72,40,3,0,12,3:02,ok
The Jansen,Kau Pemeran Utama Di Sebuah Opera,145,D Major,10B,96,31,79,64,0,14,3,3:13,ok
Ombre2Choc Remix,Unforgettable - Remix,98,F♯ Major,2B,77,73,73,88,3,1,12,3:54,ok
Kanye West,Follow God,180,C♯ Major,3B,90,53,43,73,0,0,42,1:45,ok
Nadhif Basalamah,jatuh cinta lagi,77,A Major,11B,28,31,23,71,89,0,3,4:09,ok
Prince Poetiray,"Dengar Hatimu (Original Soundtrack From ""JUMBO"")",114,B Minor,10A,9,17,5,7,95,80,4,3:29,ok
Mendag Luvuni,I Don't Know Why Jedag Jedug,89,F Major,7B,22,75,64,79,85,0,3,3:06,ok
Beyoncé,BREAK MY SOUL,115,C♯ Minor,12A,89,69,86,66,6,0,8,4:38,ok
Pamungkas,To the Bone,140,G Minor,6A,73,67,94,77,51,0,3,5:45,ok
Far East Movement,Freal Luv (Far East Movement X Marshmello),121,B Major,1B,84,77,59,43,2,0,4,2:28,ok
Kwon Jin Ah,Something's Wrong,116,E Major,12B,28,63,42,47,79,0,4,4:04,ok
Lauv,Modern Loneliness,82,A♭ Major,4B,51,70,15,55,14,0,4,4:12,ok
Eclat Story,Rindu Sendiri (Dilan 1990),128,A♭ Major,4B,34,55,12,68,86,0,3,3:55,ok
Taylor Swift,Style (Taylor's Version),95,G Major,9B,82,51,30,75,0,2,4,3:51,ok
Young Lex,BAD,120,C♯ Major,3B,34,90,43,59,53,0,33,3:39,ok
Migos,Walk It Talk It,146,D Major,10B,63,91,40,72,9,0,18,4:36,ok
Glenn Fredly,Malaikat Juga Tahu,120,F♯ Major,2B,38,45,46,55,75,0,4,5:24,ok
Alexander 23,IDK You Yet,77,C♯ Major,3B,31,65,20,68,89,8,4,3:05,ok
Dika,DITINGGAL BANG DIKA,104,F Major,7B,95,73,62,60,22,3,4,5:31,ok
NCT DREAM,"Countdown (3, 2, 1)",107,A♯ Minor,3A,90,73,61,42,14,0,12,3:35,ok
Nadin Amizah,Cermin,113,G Minor,6A,14,37,16,58,98,1,4,4:37,ok
La La Land Cast,Another Day Of Sun,126,A♭ Major,4B,74,59,82,66,2,0,5,3:48,ok
Ariana Grande,intro (end of the world) - extended,81,B♭ Major,6B,37,35,40,69,78,0,4,2:41,ok
Soundwave,Inikah Cinta,100,D Major,10B,54,84,54,44,58,0,15,3:46,ok
Payung Teduh,Rahasia,179,C Major,8B,38,39,18,50,87,0,3,6:56,ok
