artist,title,bpm,key,camelot,energy,danceability,happiness,popularity,acousticness,instrumentalness,speechiness,duration,status
Chandra Liow,Gapapa Jelek Yang Penting Sombong,120,G Major,9B,86,91,49,23,10,0,6,3:20,ok
OMI,Hula Hoop,122,A♯ Minor,3A,84,67,57,42,3,0,4,3:25,ok
GOT7,Breath,130,A Minor,8A,85,72,64,48,11,0,5,3:07,ok
Taylor Swift,tolerate it,75,A Major,11B,36,32,22,70,88,0,5,4:05,ok
Armand Maulana,Terluka,136,C Major,8B,27,55,29,9,82,0,3,4:28,ok
Rich Brian,Kitty,93,A♭ Major,4B,61,93,66,31,18,0,25,2:46,ok
ZAYN,iT's YoU,125,F Major,7B,32,61,18,56,82,2,4,3:47,ok
BTS,Dynamite (Bedroom Remix),109,C♯ Minor,12A,75,76,73,46,6,0,3,3:28,ok
Rich Brian,Enemies,140,F Minor,4A,61,84,29,31,42,0,12,3:27,ok
Mad Clown,Once Again,146,F Major,7B,81,56,36,64,52,0,18,3:56,ok
.Feast,Di Padang Lumpuh,160,G♯ Minor,1A,96,47,58,46,0,13,11,3:54,ok
Kendrick Lamar,Black Panther,97,A♭ Major,4B,63,70,56,90,6,0,6,3:52,ok
AGNEZ MO,Level Up!,142,F♯ Minor,11A,74,88,83,21,14,0,9,2:59,ok
Fifth Harmony,Write On Me,190,G Minor,6A,69,44,48,48,36,0,13,3:40,ok
Julia Michaels,Anxiety,142,G Major,9B,38,80,50,50,57,0,18,3:30,ok
AGNEZ MO,Beautiful Mistake,111,F Minor,4A,73,75,79,22,4,0,5,3:33,ok
Avicii,You Make Me,125,F♯ Major,2B,73,59,50,68,0,1,4,3:53,ok
Nadin Amizah,menangis di jalan pulang,132,A♭ Major,4B,33,35,17,59,98,40,3,6:01,ok
BAEKHYUN,All I Got,150,E♭ Major,5B,61,42,72,51,25,0,13,4:00,ok
Naura Ayu,Selamanya Untukmu (#TemanNaura),85,F Major,7B,35,50,17,18,44,3,2,3:30,ok
BTS,Dynamite (Midnight Remix),114,E Major,12B,80,78,40,43,7,0,12,3:17,ok
NIKI,Selene,110,B Minor,10A,50,80,56,44,15,1,21,3:17,ok
TREASURE,B.L.T (BLING LIKE THIS) - KR Ver.,128,E Minor,9A,79,72,62,44,4,0,8,3:25,ok
88rising,Warpaint,129,C♯ Major,3B,66,68,28,41,8,4,5,3:34,ok
Gigi,11 Januari,69,C Major,8B,55,32,33,56,19,0,3,3:32,ok
Pamungkas,Higher Than Ever,134,C Major,8B,67,46,56,14,27,3,4,4:45,ok
OneRepublic,Counting Stars,122,C♯ Minor,12A,71,66,47,74,7,0,4,4:18,ok
Drake,Survival,77,A Minor,8A,60,56,14,61,13,0,38,2:16,ok
BTS,Lie,94,F♯ Minor,11A,78,54,50,67,0,0,3,3:36,ok
Jax Jones,Breathe,126,B Minor,10A,74,72,69,55,2,0,4,3:28,ok
Anne-Marie,Perfect To Me,180,A♭ Major,4B,55,60,40,54,9,0,15,3:18,ok
BTS,Dynamite (Slow Jam Remix),114,E Major,12B,68,65,53,46,36,0,4,3:20,ok
Yoo Jae Seok,Dancing King,128,F♯ Major,2B,88,73,96,47,2,0,5,4:04,ok
Triple H,Feel,98,D Major,10B,86,76,69,24,7,0,11,3:30,ok
Kunto Aji,Pilu Membiru (Live Experience),122,G Major,9B,19,39,7,26,95,2,4,7:05,ok
CLC,No,120,F♯ Minor,11A,72,76,69,46,1,0,9,3:02,ok
shy martin,Forget to Forget,111,C♯ Major,3B,60,92,81,51,7,0,6,2:35,ok
Trisouls,Isyarat,180,C Major,8B,39,28,26,17,85,0,3,4:06,ok
Pamungkas,Still Can't Call Your Name,156,F♯ Major,2B,52,67,92,31,56,0,4,5:14,ok
Red Velvet,Knock On Wood,106,B Minor,10A,87,53,79,40,21,0,18,3:41,ok
Kendrick Lamar,LOVE. FEAT. ZACARI.,126,B♭ Major,6B,59,80,78,83,26,0,9,3:33,ok
James Swetmusic,So What's Next (Clean),77,D Minor,7A,66,77,42,0,51,0,27,3:29,ok
Rich Brian,Gospel,156,A Major,11B,66,68,23,56,0,0,27,2:53,ok
Pee Wee Gaskins,Kangen,157,G Major,9B,90,45,37,46,0,0,6,4:08,ok
Ariana Grande,off the table,88,C Major,8B,52,41,38,66,52,0,10,3:60,ok
Red Velvet,RBB (Really Bad Boy) - English Version,150,D Major,10B,85,72,37,54,1,0,3,3:09,ok
Glenn Fredly,Kisah Romantis (Live) - Together Whatever Sessions Live,122,C Major,8B,59,47,28,19,1,0,4,8:10,ok
IU,Coin,118,C♯ Major,3B,88,73,71,48,1,0,10,3:13,ok
Taylor Swift,happiness,122,B Major,1B,33,56,21,63,87,0,4,5:15,ok
Stray Kids,I am YOU,145,B Major,1B,86,65,66,56,1,0,22,3:27,ok
Olivia Dean,Man I Need,119,C♯ Major,3B,59,81,69,97,49,0,7,3:04,ok
Ariana Grande,shut up,128,C Major,8B,46,50,60,59,80,0,3,2:38,ok
Tems,Me & U,112,B♭ Major,6B,66,78,26,73,12,6,4,3:13,ok
Disclosure,Latch,122,C♯ Major,3B,74,73,54,68,2,0,9,4:16,ok
Wanna One,BOOMERANG,100,C♯ Major,3B,91,73,73,54,3,0,8,3:03,ok
Justin Hurwitz,The End,90,C Major,8B,5,18,22,51,92,99,4,0:46,ok
Bad Bunny,DtMF,136,G Minor,6A,13,63,3,94,18,22,7,3:57,ok
White Shoes & The Couples Company,Senandung Maaf,131,C Major,8B,73,39,52,37,4,0,5,4:36,ok
Linkin Park,Sorry for Now,95,C♯ Major,3B,58,61,25,53,1,0,4,3:24,ok
TWICE,MORE & MORE - English Version,107,F Major,7B,84,74,56,63,3,0,6,3:20,ok
Noah Cyrus,We Are...,186,A♭ Major,4B,70,53,37,34,1,0,22,3:18,ok
John Mayer,Changing,184,C Major,8B,34,43,39,45,58,0,3,3:33,ok
Dominic Fike,White Keys,82,B Minor,10A,55,71,84,91,79,0,19,2:24,ok
DAVICHI,My Love,123,C♯ Major,3B,39,41,14,32,66,0,3,4:37,ok
Demi Lovato,Sober,170,C♯ Major,3B,30,40,17,58,80,0,11,3:18,ok
SHINee,데리러 가 Good Evening,120,A♭ Major,4B,81,68,56,45,4,0,6,3:44,ok
Aliando Syarief,Buktikanlah Hari Ini,200,G Major,9B,76,61,45,1,15,0,6,3:22,ok
Afgan,M.I.A,114,F♯ Minor,11A,46,72,36,39,26,0,17,2:59,ok
OneRepublic,Apologize,118,A♭ Major,4B,74,59,50,71,36,0,3,3:28,ok
Raisa,Ragu,180,C♯ Minor,12A,60,51,20,29,27,0,4,4:12,ok
WINNER,Hold,156,A♭ Major,4B,65,70,62,39,5,0,6,2:56,ok
Frank Ocean,Pink + White,160,A Major,11B,55,55,55,86,67,0,11,3:05,ok
Yellow Claw,Summertime,108,A♯ Minor,3A,62,63,11,36,2,0,4,3:42,ok
Glenn Fredly,Cukup Sudah (Live) - Together Whatever Sessions Live,105,G Major,9B,74,69,56,28,1,0,14,8:33,ok
Pamungkas,Riding the Wave,127,A Major,11B,49,37,38,26,63,0,3,4:47,ok
Glenn Fredly,Di Sisa Hati,133,E Major,12B,33,37,11,29,56,0,3,4:40,ok
Fifth Harmony,The Life,104,C Major,8B,76,74,74,45,17,0,5,3:21,ok
TREASURE,B.L.T (BLING LIKE THIS),128,E Minor,9A,79,72,62,44,4,0,8,3:25,ok
Diplo,Welcome to the Party,172,D Major,10B,85,62,49,62,11,0,13,3:02,ok
Rita Ora,Only Want You,82,F♯ Minor,11A,53,65,38,56,6,0,4,3:01,ok
Hindia,Voice Note Anggra,132,A♯ Minor,3A,90,43,52,42,94,0,24,0:37,ok
Judika,I Love You,127,F Major,7B,42,63,41,47,66,0,4,4:21,ok
Michael Bublé,Someday,95,G Major,9B,54,67,93,56,18,0,4,3:23,ok
WayV,Turn Back Time,135,B Major,1B,89,62,53,47,0,0,4,3:39,ok
Bring Me The Horizon,Ludens,198,A♭ Major,4B,68,29,38,58,0,0,15,4:39,ok
Shania Twain,You're Still The One,134,E♭ Major,5B,49,59,63,74,36,0,4,3:32,ok
Lil Uzi Vert,20 Min,123,G♯ Minor,1A,75,77,78,86,11,0,12,3:41,ok
NCT 127,Regular - Korean Version,134,A Minor,8A,80,73,88,47,24,0,8,3:38,ok
Sam Smith,Have Yourself A Merry Little Christmas,75,F Major,7B,18,44,34,53,96,0,4,2:51,ok
TOMORROW X TOGETHER,Drama,126,C♯ Minor,12A,96,63,71,51,7,0,7,3:30,ok
Billie Eilish,bellyache,100,E Minor,9A,57,70,41,69,46,7,11,2:59,ok
Evan Rachel Wood,All Is Found,85,A Minor,8A,20,23,19,68,93,0,4,2:05,ok
Axwell /\ Ingrosso,Thinking About You,122,A♭ Major,4B,84,68,49,45,4,0,6,3:25,ok
X1,Like always,120,F Major,7B,88,78,82,37,3,0,6,3:25,ok
Nadin Amizah,hormat kepada angin,138,F Major,7B,26,29,12,41,96,60,3,6:22,ok
Alesso,Going Dumb (with Stray Kids),122,F♯ Minor,11A,65,83,48,56,15,0,6,2:50,ok
The Weeknd,Six Feet Under,140,F♯ Minor,11A,50,77,24,66,13,0,8,3:58,ok
WENDY,Why Can't You Love Me?,81,F Minor,4A,88,64,66,43,14,0,7,2:49,ok
NCT 127,Boom,105,D Major,10B,62,74,31,36,5,0,13,3:29,ok
Adinda Shalahita,Terbiasa,156,G Minor,6A,60,67,47,14,21,0,10,5:44,ok
Ardhito Pramono,What Do You Feel About Me,98,F♯ Major,2B,21,28,8,40,90,0,3,3:30,ok
QoryGore,The Beast,145,C♯ Major,3B,64,63,15,24,9,0,11,2:60,ok
The Cranberries,Dreams,129,E Major,12B,65,55,51,83,0,0,4,4:32,ok
Noah Kahan,Hurt Somebody,115,C♯ Major,3B,51,64,45,68,34,0,31,2:47,ok
Dan Stevens,Evermore,79,C♯ Major,3B,40,28,22,63,67,0,3,3:15,ok
Camila Cabello,She Loves Control,95,D Major,10B,76,65,66,55,17,0,12,2:57,ok
Avicii,Friend Of Mine,110,G Minor,6A,72,70,67,53,2,1,6,2:40,ok
Kanye West,Father Stretch My Hands Pt. 1,113,G Major,9B,57,72,44,79,12,0,5,2:16,ok
Humood AlKhudher,Kun Anta,92,B♭ Major,6B,80,64,75,64,44,0,6,4:01,ok
TOMORROW X TOGETHER,Fairy of Shampoo,105,C♯ Major,3B,80,54,47,58,31,1,6,4:27,ok
The Weeknd,A Lonely Night,114,G Minor,6A,66,85,86,63,4,0,8,3:40,ok
Pamungkas,I Don't Wanna Be Alone,138,E Minor,9A,79,65,87,33,49,0,5,3:23,ok
BTS,Butter (Sweeter Remix),110,F Minor,4A,55,73,79,39,7,0,6,2:42,ok
BAEKHYUN,Love Scene,90,D Minor,7A,48,71,37,49,74,0,4,3:37,ok
IU,Flu,92,D Major,10B,65,84,58,46,10,0,12,3:08,ok
LANY,Good Girls,118,C♯ Major,3B,69,71,44,60,0,14,4,4:09,ok
WENDY,Best Friend,116,F Minor,4A,58,48,35,41,61,0,4,3:31,ok
Chicco Jerikho,"Sahabat Sejati (From ""Filosofi Kopi 2: Ben & Jody"")",134,G Major,9B,86,59,65,21,1,0,3,4:42,ok
Salshabilla,Malaikat Baik,140,C Major,8B,27,50,41,38,84,0,3,3:40,ok
BAEKHYUN,Underwater,98,E Minor,9A,69,37,30,46,51,0,5,3:19,ok
Young Thug,Gang Up,152,C♯ Major,3B,73,63,55,50,3,0,20,3:52,ok
ITZY,Sorry Not Sorry,158,B Minor,10A,89,65,66,45,10,0,10,3:10,ok
Snow Patrol,Chasing Cars,104,A Major,11B,60,56,14,84,20,0,3,4:28,ok
Hindia,Wejangan Caca,95,F Minor,4A,51,62,41,43,63,0,89,1:27,ok
Jeremy Zucker,"always, i'll care",105,F♯ Major,2B,22,73,68,64,90,0,6,2:26,ok
Lyodra,Sabda Rindu,150,B♭ Major,6B,64,59,62,39,31,0,4,3:34,ok
Tori Kelly,Hollow,126,B♭ Major,6B,53,44,32,38,4,0,4,3:32,ok
Tiësto,Summer Nights,124,F Minor,4A,80,67,70,40,23,0,3,3:10,ok
Gigi,Yang T'lah Berlalu (Nirwana),113,D Major,10B,61,67,85,48,41,0,3,4:18,ok
5 Seconds of Summer,No Shame,91,G Major,9B,81,58,48,58,2,0,4,3:13,ok
Taylor Swift,peace,150,F Major,7B,27,65,34,64,92,0,9,3:54,ok
Rapyourbae,Sm:)Le,130,F♯ Minor,11A,64,77,19,21,5,0,5,2:50,ok
Kim Kyung Hee,And I'm here,147,C Major,8B,10,29,8,47,95,0,3,4:08,ok
Veeno,Ferrari,125,C♯ Minor,12A,69,85,69,76,1,0,5,3:07,ok
SuperM,I Can't Stand The Rain,82,E Minor,9A,86,49,70,45,23,0,10,3:28,ok
TOMORROW X TOGETHER,Maze in the Mirror,153,B♭ Major,6B,51,38,46,56,21,0,3,3:46,ok
Sam Fischer,This City,74,B Major,1B,38,61,52,66,73,0,4,3:15,ok
The Ronettes,Sleigh Ride,92,D Major,10B,77,53,85,65,40,0,3,3:06,ok
Selena Gomez,Good For You,89,F Minor,4A,67,61,23,70,18,0,5,3:41,ok
Ghifarr,Telah Memilihmu,83,E Major,12B,32,57,23,26,88,0,3,5:08,ok
Gisel,Cara Lupakanmu,142,A Minor,8A,30,63,27,42,59,0,3,4:15,ok
eAeon,Don't,107,E Minor,9A,60,63,28,60,11,1,3,3:25,ok
BTS,Make It Right,106,G Major,9B,71,64,26,70,1,0,45,3:46,ok
The SIGIT,Another Day,100,D Major,10B,82,32,54,47,0,3,4,3:57,ok
Rahmania Astrini,Menua Bersama,124,E Minor,9A,12,48,40,21,95,0,4,3:18,ok
Action Bronson,Standing in the Rain,100,C♯ Minor,12A,90,64,35,51,2,0,8,3:22,ok
Bastille,Good Grief,120,C♯ Major,3B,76,73,88,62,14,0,7,3:26,ok
Coldplay,A Head Full of Dreams,123,B Major,1B,92,45,8,64,0,2,7,3:44,ok
SEVENTEEN,"Same dream, same mind, same night",164,D Major,10B,64,50,37,56,20,0,6,4:08,ok
Avicii,Silhouettes - Original Radio Edit,128,F Minor,4A,80,61,84,64,16,6,5,3:32,ok
NCT DREAM,Chewing Gum,104,D♯ Minor,2A,80,77,93,51,11,0,5,3:17,ok
gnash,superlit,95,A Major,11B,62,86,41,31,28,0,10,2:44,ok
Adam Mitchell,Days In The Sun,94,B♭ Major,6B,27,30,16,55,94,0,3,2:40,ok
RAN,"Nyanyian Harapan (From ""I Am Hope"")",85,D Major,10B,66,58,57,5,18,0,3,4:12,ok
Pitbull,Messin' Around,158,D Major,10B,81,58,77,49,2,0,5,3:43,ok
Efek Rumah Kaca,Tiba-Tiba Batu,115,D Minor,7A,61,60,37,14,0,0,3,3:40,ok
The Kid LAROI,WITHOUT YOU,93,C Major,8B,41,66,47,73,21,0,3,2:41,ok
Moon Sujin,The Moon (Feat. TAEIL of NCT),180,F♯ Minor,11A,46,50,32,38,49,0,8,2:42,ok
Seventeen,Ayah,132,A Major,11B,28,46,21,63,88,0,3,4:01,ok
NCT 127,Make Your Day,118,E Minor,9A,41,62,42,29,85,0,3,3:35,ok
Quarterjack,#IDONTNEEDNOPETERPANTOSHOWMEWHATTODO,124,F Minor,4A,45,62,5,0,1,99,6,2:08,ok
Arctic Monkeys,Tranquility Base Hotel & Casino,142,A Minor,8A,84,59,78,58,4,1,3,3:32,ok
Sam Smith,Lay Me Down,119,E Major,12B,33,42,17,76,77,0,5,4:13,ok
TOMORROW X TOGETHER,Eternally,186,F♯ Major,2B,85,38,41,54,3,0,42,3:37,ok
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,128,F♯ Minor,11A,79,51,64,64,33,0,4,3:28,ok
Maher Zain,Peace Be Upon You,114,A Major,11B,37,49,50,53,91,0,3,4:31,ok
Lauv,Changes,74,D Major,10B,45,60,19,54,46,0,10,2:40,ok
Maroon 5,Maps,120,C♯ Minor,12A,71,74,88,85,2,0,3,3:10,ok
TWICE,OXYGEN,130,C Minor,5A,87,78,50,47,6,0,6,3:45,ok
88rising,Strange Land,75,A♯ Minor,3A,27,66,16,45,90,39,5,2:56,ok
Ed Sheeran,Perfect - Acoustic,95,G Major,9B,38,43,39,59,46,0,3,4:21,ok
Linkin Park,BURN IT DOWN,110,A Minor,8A,97,59,59,81,1,0,5,3:50,ok
Armand Maulana,Sebelah Mata,178,D Major,10B,53,61,61,24,62,0,4,3:45,ok
BAEKHYUN,Ghost,100,G Minor,6A,85,71,48,45,34,0,4,3:24,ok
Katy Perry,Witness,120,F♯ Minor,11A,61,51,12,42,4,0,6,4:11,ok
EXO,Electric Kiss,102,A♯ Minor,3A,96,68,69,49,0,0,9,3:28,ok
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",163,G Major,9B,70,63,52,71,1,0,15,3:35,ok
Stray Kids,Mixtape : OH,88,B Minor,10A,69,75,63,57,20,0,7,3:32,ok
Linkin Park,Bleed It Out,140,B Major,1B,97,54,60,82,11,0,5,2:44,ok
Rich Brian,watch out!,160,C♯ Major,3B,69,87,39,32,2,0,28,2:36,ok
Camila Cabello,Shameless,130,E Minor,9A,65,38,9,82,2,0,6,3:40,ok
ODDS,Kupilih Kau Tanpa Alasan,101,G Major,9B,86,57,52,0,9,0,3,4:00,ok
Arctic Monkeys,One Point Perspective,77,A♭ Major,4B,59,71,84,59,6,0,4,3:29,ok
Ben Sihombing,Set Me Free,144,D Major,10B,33,46,53,8,81,0,4,3:53,ok
Red Hot Chili Peppers,Dark Necessities,92,F Minor,4A,74,70,20,78,7,2,7,5:02,ok
NIKI,urs,95,C Major,8B,42,74,24,67,83,0,35,2:37,ok
Ramengvrl,CA$HMERE,78,G Major,9B,72,82,43,35,1,0,30,3:35,ok
Michael Bublé,Nobody But Me,94,E Major,12B,70,69,96,46,14,0,6,2:60,ok
HONNE,Feels So Good ◑,172,A Major,11B,42,37,33,49,41,0,7,3:48,ok
PRODUCE X 101,Boyness,130,C Major,8B,91,70,30,35,0,0,6,3:46,ok
Avicii,For A Better Day,135,F Major,7B,84,64,32,66,4,8,3,3:26,ok
MØ,Drum,100,F♯ Minor,11A,59,82,32,36,6,0,6,3:05,ok
AKMU,DINOSAUR,121,B Minor,10A,76,77,63,59,30,0,3,4:01,ok
Loote,Your Side Of The Bed,110,A♭ Major,4B,74,78,91,52,6,0,3,3:17,ok
Aviva,Princesses Don't Cry,75,C Minor,5A,60,63,65,53,28,0,3,3:32,ok
Hollygme,Build,144,A♭ Major,4B,59,43,28,71,12,0,3,4:05,ok
After School,bang,120,D Major,10B,69,80,31,51,0,6,4,3:19,ok
iKON,FREEDOM,173,C Major,8B,90,45,79,34,2,0,7,3:22,ok
Anda,Menghitung Hari 2,153,C Major,8B,14,41,30,58,88,0,3,3:40,ok
Justin Timberlake,Supplies,120,B Minor,10A,55,79,23,42,1,0,5,3:46,ok
NCT U,"일곱 번째 감각 The 7th Sense (Sung by TAEYONG, MARK, JAEHYUN, DOYOUNG, TEN)",108,D Major,10B,50,68,22,55,1,0,7,3:34,ok
SEVENTEEN,Fear,146,G Minor,6A,95,58,70,57,16,0,35,2:55,ok
Efek Rumah Kaca,"Seperti Rahim Ibu (From ""Mata Najwa"")",120,F Minor,4A,60,51,5,53,21,0,3,3:57,ok
Ariana Grande,raindrops (an angel cried),169,C♯ Major,3B,23,34,43,58,94,0,5,0:38,ok
EXO,Universe - CD Version,140,E♭ Major,5B,43,43,13,27,63,0,4,4:24,ok
Bruno Mars,Straight Up & Down,144,D♯ Minor,2A,73,55,64,68,2,0,9,3:18,ok
EXO,Fall,138,A Minor,8A,59,67,34,41,21,0,5,3:27,ok
LAY,Sheep (Alan Walker Relift),90,F♯ Minor,11A,67,69,26,48,3,0,4,2:36,ok
POTRET,Salah,145,F Major,7B,81,68,76,59,2,0,3,3:23,ok
iKON,DON'T LET ME KNOW,130,G Major,9B,74,63,63,37,19,0,4,3:21,ok
Emma Watson,Belle,124,G Major,9B,50,52,33,59,82,0,5,5:33,ok
John Mayer,Emoji of a Wave,166,B Major,1B,37,49,19,51,77,0,3,3:60,ok
Taylor Swift,I Think He Knows,100,C Major,8B,37,90,42,68,1,0,6,2:53,ok
Daniel Bedingfield,If You're Not The One,120,B♭ Major,6B,54,69,26,52,56,0,3,4:17,ok
NIKI,I Like U,200,F Major,7B,53,48,35,67,7,0,28,4:28,ok
Michael Tee,Oh Baby,117,E Minor,9A,76,74,94,1,3,0,7,3:59,ok
T-Five,Yang Terindah,144,F♯ Minor,11A,65,62,79,23,28,0,4,3:54,ok
Céline Dion,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",77,F♯ Minor,11A,40,46,12,65,64,0,3,4:09,ok
CIX,Movie Star,112,D♯ Minor,2A,89,72,74,51,11,0,6,3:31,ok
Linkin Park,Breaking The Habit,100,E Minor,9A,87,58,59,70,11,0,3,3:16,ok
Why Don't We,Talk,120,F♯ Minor,11A,70,80,80,56,6,0,11,3:10,ok
Taylor Swift,Miss Americana & The Heartbreak Prince,150,B Minor,10A,75,66,49,76,3,1,7,3:54,ok
Rich Brian,Vacant,192,C Minor,5A,48,57,30,34,74,0,13,2:33,ok
Love Potion,Rollin' Rollin',107,A♭ Major,4B,96,77,94,36,25,0,6,2:55,ok
Sheryl Sheinafia,Ku Tunggu Kau Putus,136,B♭ Major,6B,29,67,24,48,82,0,3,3:28,ok
CJR,Jatuh Cinta,113,E Major,12B,81,70,69,38,2,0,9,3:53,ok
BTS,INTRO : Ringwanderung,115,A♯ Minor,3A,82,59,21,57,55,3,26,1:26,ok
BTS,OUTRO : Crack,90,D Major,10B,39,73,6,59,86,57,38,1:15,ok
Mike Mohede,Sahabat Jadi Cinta,88,A Minor,8A,26,57,32,50,84,0,3,4:37,ok
Rich Brian,No Worries,79,B♭ Major,6B,58,56,14,35,72,0,8,2:43,ok
Rich Brian,Arizona,95,A♭ Major,4B,53,65,51,35,70,0,36,4:52,ok
D’MASIV,Pernah Memiliki Feat. David NOAH,118,D Major,10B,45,56,34,32,78,0,3,4:41,ok
EXO,Good Night,130,A♯ Minor,3A,42,71,32,38,69,0,4,3:31,ok
Troye Sivan,The Good Side,112,D Major,10B,28,43,31,53,40,0,6,4:29,ok
Secondhand Serenade,Lost - Acoustic Version,92,C Major,8B,64,52,26,27,13,0,3,3:18,ok
Young Lex,GGS - Ganteng Ganteng Swag,199,A Major,11B,81,56,11,38,10,0,34,2:34,ok
The 1975,The Sound,121,C Major,8B,94,65,55,63,9,0,8,4:09,ok
MAX,Still New York,99,C♯ Minor,12A,68,66,35,40,23,0,4,3:45,ok
Barasuara,Pikiran dan Perjalanan,87,C Major,8B,91,59,88,50,1,0,5,4:32,ok
Banda Neira,Hujan di Mimpi,140,C♯ Minor,12A,21,54,14,49,95,2,3,4:57,ok
Kahitna,Cinta Sudah Lewat,134,E Minor,9A,48,31,22,68,68,0,3,3:58,ok
Nidji,Generasi 4G,126,F♯ Major,2B,83,66,79,2,1,0,4,3:25,ok
Maggie Rogers,Alaska,104,A Minor,8A,39,85,18,71,41,0,5,3:08,ok
SEUNGRI,"1, 2, 3!",142,F♯ Major,2B,81,69,71,38,0,0,4,3:25,ok
Jonas Blue,Rise,106,C♯ Major,3B,78,69,67,59,32,0,3,3:14,ok
BTS,Begin,131,A Minor,8A,84,57,31,61,0,0,4,3:50,ok
Kygo,Fragile,150,F Major,7B,42,47,22,58,18,0,5,3:50,ok
Red Velvet,You Better Know,120,A Major,11B,67,61,40,46,26,0,4,4:10,ok
Coldplay,A L I E N S,148,A Minor,8A,88,43,26,41,0,0,4,4:42,ok
Mytha Lestari,Denganmu Cinta,130,F Major,7B,41,65,39,47,87,0,3,3:27,ok
Radiohead,Burn the Witch,149,B Major,1B,85,54,62,58,30,27,3,3:41,ok
WINNER,ISLAND,103,D♯ Minor,2A,76,82,79,44,34,0,5,3:28,ok
Christi Colondam,Maaf Cintamu Di Aku,83,E♭ Major,5B,48,37,30,3,41,0,3,4:14,ok
TAEYEON,Cover up,118,B Major,1B,88,74,90,37,5,0,5,3:26,ok
EXO,Lights Out,72,A Major,11B,28,52,19,39,90,0,4,3:06,ok
Adrian Khalif,Flawless / Merona,84,C♯ Minor,12A,72,59,30,28,17,0,12,3:55,ok
Emma Watson,Something There,123,C Major,8B,32,45,48,52,90,0,4,2:55,ok
CHEN,Sorry not sorry,136,B♭ Major,6B,31,35,28,31,82,0,3,4:26,ok
Dawin,Throwback,124,B Minor,10A,78,89,88,22,1,0,5,3:37,ok
Lauv,Don't Matter - Recorded at Spotify Studios NYC,140,B♭ Major,6B,51,71,66,25,24,0,4,4:47,ok
DAY6,Shoot Me,168,C♯ Major,3B,92,58,73,60,7,0,15,2:56,ok
Rudimental,Lay It All on Me,123,F♯ Major,2B,75,67,48,61,14,0,4,4:02,ok
Bunga Citra Lestari,Mungkin Suatu Hari,152,C♯ Major,3B,54,61,41,20,73,0,3,3:59,ok
iKON,ADORE YOU,65,C♯ Minor,12A,54,50,42,36,21,0,6,3:31,ok
Isyana Sarasvati,Lagu Cinta,154,D♯ Minor,2A,22,36,31,42,95,0,3,4:19,ok
Drake,Talk Up,140,B Major,1B,49,76,33,57,0,0,14,3:43,ok
Yo Preston,Love Yourself vs F*CK Yourself - Love Yourself Response,76,B Minor,10A,60,76,93,42,2,0,7,3:37,ok
Glenn Fredly,Tanda Mata,84,E Major,12B,67,46,28,32,28,3,3,3:42,ok
Iwa K,Bebas,161,G Major,9B,83,69,80,49,1,1,5,3:37,ok
Dan Stevens,Evermore,79,C♯ Major,3B,40,28,22,63,67,0,3,3:15,ok
Shawn Mendes,Lights On,91,A Major,11B,57,71,56,50,43,0,6,3:21,ok
Juicy Luicy,Mawar Jingga,98,E Major,12B,18,72,38,62,60,0,3,3:31,ok
Kygo,Not Ok,105,B Minor,10A,66,62,41,51,3,0,4,3:31,ok
XXXTENTACION,Look At Me!,139,C♯ Major,3B,73,76,35,78,26,0,28,2:06,ok
Zedd,True Colors,126,D Minor,7A,74,62,44,37,38,0,3,3:48,ok
Mark Ronson,Uptown Funk,115,C Major,8B,61,86,93,86,1,0,8,4:30,ok
Marshmello,Light It Up,100,B Minor,10A,63,81,60,51,4,0,7,2:17,ok
NIKI,odds,165,C Major,8B,47,59,40,50,44,0,53,3:03,ok
Westlife,More than Words,94,F♯ Major,2B,30,67,46,61,55,0,3,3:55,ok
Pinkfong,Baby Shark,115,A♭ Major,4B,89,83,78,77,26,0,11,1:21,ok
Hardwell,Run Wild,130,G Major,9B,87,48,12,33,0,0,5,2:52,ok
Gavin James,Hearts On Fire,141,B Major,1B,86,52,39,25,0,0,4,3:17,ok
Maudy Ayunda,We Don't (Still Water),140,E♭ Major,5B,38,61,48,25,80,0,7,4:16,ok
Shawn Mendes,Fallin' All In You,92,A♭ Major,4B,48,85,80,69,41,0,4,3:56,ok
BTS,피 땀 눈물,93,C Minor,5A,32,57,55,0,99,93,4,3:29,ok
CHEN,Love words,140,E Major,12B,58,57,22,35,36,0,4,3:37,ok
DJ Snake,Broken Summer,81,A♯ Minor,3A,42,68,55,38,9,0,8,3:04,ok
will.i.am,Boys & Girls,108,B Minor,10A,74,90,64,55,32,0,5,4:01,ok
Kemal Palevi,Anjay,130,C Major,8B,72,68,25,39,7,0,6,4:59,ok
EXO,부메랑 Boomerang,110,C Major,8B,78,80,79,39,20,0,3,3:00,ok
Endank Soekamti,Sampai Jumpa,100,A Major,11B,28,48,24,51,70,0,3,4:39,ok
Wanna One,Wanna,90,C Minor,5A,81,60,51,43,3,0,6,3:40,ok
Fifth Harmony,Angel,124,C♯ Minor,12A,53,74,13,45,0,0,4,3:09,ok
Fergie,M.I.L.F. $,161,C Major,8B,71,77,69,4,1,1,10,2:42,ok
